date,N_risky,N_safe,wealth,p_curr,signal,pJ_t,sigmaJ_t,target_sigma,p_target
2020-07-31,1693.113827984385,142.38354009639056,180011.50682143695,0.9685750754886262,1,0.21058694657107188,0.01927928558794668,0.025811283857432202,0.9685750754886263
2020-08-03,1703.6688220296166,113.76634047463376,184292.2673696478,0.9759623214211185,1,0.21461205741288222,0.019287649200858337,0.025988450433698077,0.9759623214211185
2020-08-04,1711.9699212496243,91.29895003520767,185530.7225235906,0.980676822792068,1,0.2146620905491762,0.019284424454565182,0.026103775280202208,0.9806768227920681
2020-08-05,1718.8293573486358,72.87534581755311,186230.92270661567,0.984459691926054,1,0.21529292867013938,0.01928349286062456,0.026192409606290986,0.984459691926054
2020-08-06,1724.0081104999463,58.559389896919164,192643.30572987866,0.9878616895695971,1,0.21195566439501462,0.019283968702485277,0.02627641355716585,0.9878616895695971
2020-08-07,1728.51306858171,46.47065388248398,188332.36651102788,0.9900805745881792,1,0.21290146613186237,0.019280314559014744,0.026326629516769746,0.9900805745881792
2020-08-10,1728.4528826039186,46.634780766283356,191039.45805629474,0.9902030196422551,0,0.210078954703755,0.019270491913389146,0.02633227578372398,0.9902030196422551
2020-08-11,1732.0988145201047,37.03029255913973,185421.86154471684,0.9919497663592345,1,0.210919255486525,0.01926703718470376,0.026372167345664735,0.9919497663592344
2020-08-12,1628.3361602189973,316.541117265813,191550.20662253382,0.9326919898329442,-1,0.2082994286467959,0.019265668335499923,0.02495539320094646,0.9326919898329442
2020-08-13,1651.6838926472517,252.46893996268753,194698.66881399564,0.9472386777303623,1,0.20794639631856154,0.019253513792391774,0.025299991022700755,0.9472386777303623
2020-08-14,1651.7434383930586,252.3059126488941,194549.17283898513,0.9471558807018943,0,0.20907858571488047,0.01925009671155017,0.025298644924141134,0.9471558807018944
2020-08-17,1651.8155374727921,252.1080514016512,194017.1582589448,0.9473148187094369,0,0.20908942561103389,0.01925228534089179,0.025302260589965216,0.9473148187094369
2020-08-18,1670.232380398881,201.3666622765252,195593.22535246567,0.9580759303643123,1,0.2091380222309326,0.01925403394593098,0.02555994383807201,0.9580759303643123
2020-08-19,1684.5205037150586,161.0774902699187,195650.4964005216,0.9672008879138424,1,0.21171749366008435,0.019279762665294943,0.025779276427089163,0.9672008879138423
2020-08-20,1695.6148959754382,129.08621948958915,199846.78925641757,0.9742778357747339,1,0.2111343621956749,0.01928057398127145,0.025949845659986988,0.9742778357747339
2020-08-21,1695.692515615515,128.85051662762913,209872.9059471266,0.9755875109419843,0,0.20754524155180795,0.0192872760270305,0.02597862753541478,0.9755875109419841
2020-08-24,1695.8047721796274,128.51051867865874,212396.5552901849,0.9755901188661233,0,0.20762989747890298,0.01929950849365181,0.025978211619331875,0.9755901188661233
2020-08-25,1704.3556567678063,102.7922651911344,210690.15297068533,0.9803416423031246,1,0.20748282155902903,0.01930041376153834,0.026094196545509818,0.9803416423031246
2020-08-26,1704.3086765135035,102.93474443629937,213520.6135279831,0.9804739872189938,0,0.20641839111991953,0.019300465641109443,0.02609779970881893,0.9804739872189938
2020-08-27,1711.0842427837406,82.66126871747512,211024.0281008396,0.9841111590645553,1,0.20571684163711718,0.019293071286130045,0.02618631648563501,0.9841111590645553
2020-08-28,1716.6783757866092,66.48652242336736,210798.80569186906,0.9867821362634386,1,0.21337975215392407,0.01934576178761183,0.026250841261664225,0.9867821362634386
2020-08-31,1720.9795698969235,53.550520111027645,217836.20407482437,0.9897598394836986,1,0.21245288583092486,0.01934405084191003,0.02632250438767102,0.9897598394836986
2020-09-01,1619.4658598242345,373.6678556413252,226405.90927825394,0.9318193445593949,-1,0.2128519710217441,0.01934068160548277,0.024933792948104796,0.9318193445593949
2020-09-02,1644.9247570505192,298.22731118823384,222685.45985685964,0.9423438610822505,1,0.2252068858875555,0.019400262258540336,0.025184472679021092,0.9423438610822505
2020-09-03,1666.5475489489231,238.45472873384816,205706.8988985397,0.9507868519995416,1,0.20895007442350066,0.01947645771847252,0.025387430063173514,0.9507868519995416
2020-09-04,1579.1282816437836,477.61738437380757,205948.64101077674,0.9004510635240276,-1,0.21008708977240353,0.019479934358319094,0.02419550410754691,0.9004510635240276
2020-09-08,1579.254716692148,477.28679252617627,192974.94774488834,0.8963904485196639,0,0.19822887329690395,0.019564576566271107,0.024097576947713972,0.8963904485196639
2020-09-09,1510.1832592683763,663.6707708337365,200027.0951651874,0.8599491210729813,-1,0.19527086924578502,0.019575986211314452,0.02324884477618905,0.8599491210729813
2020-09-10,1510.1081489128624,663.8675786784164,194305.5396380138,0.8563283320122671,0,0.1930172266621606,0.019583830449762713,0.023167700837198137,0.8563283320122671
2020-09-11,1563.518278181348,528.6242275331031,192712.85667883808,0.8822063244646934,1,0.19665677489632002,0.019600031708338097,0.023768332795156524,0.8822063244646935
2020-09-14,1563.4354677639785,528.8399524128121,197840.11653892708,0.8850762654932899,0,0.19649825342791064,0.019599833825796862,0.02383560387131836,0.8850762654932899
