date,money,shares,price,wealth,macd_signal,bayes_signal,rule_signal,action,g,trade_cash,trade_shares
2025-09-02,54464.759033351016,1271.3638672317245,229.28298950195312,345966.86725700507,0,1,0,1,0.2,-13616.189758337756,59.385957012837046
2025-09-03,43572.24294475308,1317.1298874855963,238.01634216308594,357070.6809177517,1,-1,1,1,0.2,-10893.060736188272,45.7660202538718
2025-09-04,34858.14293374603,1353.5430414466489,239.32383728027344,358793.25753677025,1,0,1,1,0.2,-8714.535733436507,36.41315396105264
2025-09-05,27886.793212140292,1382.6847940692126,239.2340087890625,358672.01938899735,1,0,0,1,0.2,-6971.698303035074,29.141752622563637
2025-09-08,22309.657664057933,1406.1758191708045,237.42745971679688,356174.41032496793,1,0,1,1,0.2,-5577.414416014483,23.491025101591934
2025-09-09,17847.904608507662,1425.251905161372,233.9041748046875,351220.2753740871,1,1,1,1,0.2,-4461.976152126916,19.07608599056735
2025-09-10,14278.466470043,1441.021650113973,226.35855102539062,340466.0391860594,0,1,1,1,0.2,-3569.61661751075,15.76974495260109
2025-09-11,80448.1307601107,1152.8173200911783,229.59239196777344,345126.2167817226,0,0,-1,-1,0.2,66169.521505403,-288.20433002279464
2025-09-12,80448.93524141831,1152.8173200911783,233.6247100830078,349775.5474263899,0,1,-1,0,0.2,0.0,0.0
2025-09-15,64359.79178461658,1220.9230078387366,236.24969482421875,352802.47979038535,0,0,1,1,0.2,-16089.947946154147,68.10568774755815
2025-09-16,64360.43538253443,1220.9230078387366,237.6969451904297,354570.1046585131,0,0,0,0,0.2,0.0,0.0
2025-09-17,122607.73951319212,976.7384062709892,238.5353546142578,355594.38161840755,0,0,-1,-1,0.2,58246.660526303865,-244.18460156774734
2025-09-18,98087.17247246981,1080.0196069685287,237.42745971679688,354513.484199341,0,0,1,1,0.2,-24521.793118117454,103.28120069753942
2025-09-19,98088.15334419455,1080.0196069685287,245.032958984375,362728.5534008349,1,-1,0,0,0.2,0.0,0.0
2025-09-22,98089.134225728,1080.0196069685287,255.5928192138672,374134.39037706703,1,-1,0,0,0.2,0.0,0.0
2025-09-23,78472.09209365622,1157.272351437796,253.9459686279297,372356.7403458492,1,0,0,1,0.2,-19618.023023414054,77.25274446926743
2025-09-24,62778.301451661726,1219.5944546375747,251.8300018310547,369908.7751961863,1,0,1,1,0.2,-15694.575362915433,62.32210319977864
