x,normal_cdf,logistic_cdf
-0.019269521214764662,0.2713755026739406,0.1666883944341097
-0.018542676539193614,0.2788027632765151,0.17503307296115608
-0.017815831863622567,0.28632758979076367,0.1837034066188582
-0.01708898718805152,0.29394748858272235,0.1927029051133679
-0.01636214251248047,0.30165983975736554,0.20203416464178564
-0.01563529783690948,0.3094618995112567,0.211698783292055
-0.01490845316133843,0.31735080276063665,0.2216972779828673
-0.014181608485767383,0.32532356604166923,0.23202900417362465
-0.013454763810196335,0.33337709067873234,0.24269207966909354
-0.012727919134625287,0.34150816621577584,0.2536833139201273
-0.012001074459054295,0.3497134741049403,0.2649981442761118
-0.011274229783483247,0.3579895916458048,0.27663058067188834
-0.0105473851079122,0.3663329961678083,0.28857316022744184
-0.009820540432341152,0.37474006944761495,0.3008169131988137
-0.009093695756770104,0.3832071023524023,0.3133513416402937
-0.008366851081199111,0.3917302996993153,0.32616441201896856
-0.007640006405628064,0.4003057853206117,0.3392425628622382
-0.006913161730057016,0.40892960732332084,0.3525707283175408
-0.006186317054485968,0.41759774353161055,0.3661323782635123
-0.00545947237891492,0.4263061070994132,0.37990957533690617
-0.004732627703343872,0.4350505522803023,0.39388304893551507
-0.00400578302777288,0.4438268803410677,0.4080322859311763
-0.0032789383522018323,0.452630845604953,0.4223356374873971
-0.0025520936766307845,0.4614581616100616,0.43677044103295504
-0.0018252490010597366,0.4703045073680646,0.45131315610670886
-0.0010984043254886888,0.4791655337079748,0.4659395124706546
-0.0003715596499176965,0.4880368696894727,0.48062466859895686
0.0003552850256533513,0.49691412907002824,0.4953433784004443
0.0010821297012243991,0.5057929168098638,0.5100701638299836
0.001808974376795447,0.5146688355986965,0.5247794908978253
0.0025358190523664947,0.5235374923880965,0.5394459465008405
0.0032626637279375426,0.532394504913298,0.554044413478926
0.003989508403508535,0.5412355081883236,0.5685502413444353
0.004716353079079583,0.5500561609583874,0.5829394102406547
0.0054431977546506305,0.5588521520936706,0.5971886858529011
0.006170042430221678,0.5676192069087936,0.6112757632166043
0.006896887105792726,0.5763530933925387,0.6251793976324267
0.007623731781363718,0.5850496283327017,0.6388795211996631
0.008350576456934766,0.5937046833213123,0.6523573438052215
0.009077421132505814,0.6023141906258576,0.6655954377454586
0.009804265808076862,0.6108741489126277,0.6785778055012177
0.01053111048364791,0.6193806288087822,0.6912899305220886
0.011257955159218902,0.6278297782902982,0.7037188111949113
0.01198479983478995,0.6362178278835495,0.7158529784656493
0.012711644510360998,0.6445410956688835,0.7276824978463716
0.013438489185932045,0.6527959920752465,0.739198956765289
0.014165333861503093,0.6609790244555884,0.7503954384042512
0.014892178537074141,0.6690868014335116,0.761266483313335
0.015619023212645133,0.6771160370123879,0.7718080401960388
0.01634586788821618,0.6850635544389413,0.7820174073225136
0.01707271256378723,0.6929262898140913,0.7918931660546857
0.017799557239358277,0.7007012954446794,0.8014351079595108
0.018526401914929325,0.7083857429305205,0.8106441569489669
0.019253246590500317,0.7159769259820661,0.8195222878223232
0.019980091266071365,0.7234722629648199,0.8280724425023558
0.020706935941642413,0.7308692991674849,0.8362984451572487
0.02143378061721346,0.7381657087916915,0.8442049172884764
0.022160625292784508,0.7453592966619895,0.8517971937461503
0.022887469968355556,0.7524479996556359,0.8590812405110584
0.02361431464392655,0.7594298878525454,0.8660635749601718
0.024341159319497596,0.7663031654065883,0.8727511892126616
0.025068003995068644,0.7730661711402187,0.8791514770387097
0.025794848670639692,0.7797173788652192,0.8852721647055074
0.02652169334621074,0.7862553974330897,0.8911212460350633
0.027248538021781732,0.7926789705193655,0.8967069218577849
0.02797538269735278,0.7989869761468569,0.902037543964726
0.028702227372923828,0.8051784259534772,0.9071215635900891
0.029429072048494875,0.8112524642110015,0.9119674843940219
0.030155916724065923,0.8172083666016918,0.9165838198635364
0.030882761399636915,0.8230455387603255,0.9209790550061336
0.03160960607520796,0.8287635145897088,0.925161612175758
0.03233645075077901,0.8343619543582563,0.9291398208433694
0.03306329542635006,0.8398406425887033,0.9329218911039825
0.03379014010192111,0.8451994857474322,0.936515890697672
0.034516984777492155,0.8504385097442906,0.9399297253130806
0.03524382945306315,0.8555578572531216,0.9431711219376019
0.035970674128634195,0.8605577848635307,0.946247615017999
0.03669751880420524,0.8654386600746711,0.9491665351980378
0.03742436347977629,0.8702009581420522,0.9519350004052528
0.03815120815534734,0.8748452587885495,0.9545599090665864
0.03887805283091833,0.8793722427909177,0.9570479352419394
0.03960489750648938,0.8837826884532195,0.9594055254751808
0.040331742182060426,0.8880774679786041,0.9616388971735098
0.041058586857631474,0.8922575437509075,0.9637540383379706
0.04178543153320252,0.8963239645374941,0.9657567084800597
0.04251227620877357,0.9002778616247014,0.9676524405715732
0.04323912088434456,0.9041204448971399,0.9694465438868968
0.04396596555991561,0.9078529988719624,0.9711441076087141
0.04469281023548666,0.9114768786990342,0.9727500050794845
0.045419654911057705,0.914993506137738,0.9742688985919313
0.04614649958662875,0.9184043655209002,0.9757052446221245
